# ROM
ID	Taxon	Gloss	GlossID	IPA	Tokens	CogID
263	Romanian	liver	48	fikat	f i k a t	77
264	Italian	liver	48	feɡato	f e ɡ a t o	77
# 
265	Spanish	long	49	laɾɣo	l a ɾ ɣ o	79
266	French	long	49	lõ	l õ	78
267	Portuguese	long	49	lõgu	l õ g u	78
268	Romanian	long	49	luŋ	l u ŋ	78
269	Italian	long	49	lunɡo	l u n ɡ o	78
# 
270	Spanish	louse	50	pjoxo	p j o x o	80
271	French	louse	50	pu	p u	80
272	Portuguese	louse	50	pi.oʎu	p i o ʎ u	80
273	Romanian	louse	50	pəduke	p ə d u k e	80
274	Italian	louse	50	pidɔkkjo	p i d ɔ kː j o	80
# 
275	Portuguese	man	51	ɔmɐ̃	ɔ m ɐ̃	82
276	Romanian	man	51	bərbat	b ə r b a t	81
277	Romanian	man	51	om	o m	82
# 
278	Spanish	many	52	muʧo	m u ʧ o	83
279	French	many	52	boku	b o k u	84
280	Portuguese	many	52	mũj̃tu	m ũ j̃ t u	83
281	Romanian	many	52	mulʦʲ	m u l ʦʲ	83
282	Italian	many	52	molto	m o l t o	83
# 
283	Spanish	meat	53	kaɾne	k a ɾ n e	85
284	French	meat	53	ʃɛʁ	ʃ ɛ ʁ	85
285	Portuguese	meat	53	karnə	k a r n ə	85
286	Romanian	meat	53	karne	k a r n e	85
287	Italian	meat	53	karne	k a r n e	85
288	French	meat	53	vjɑ̃d	v j ɑ̃ d	86
# 
289	Spanish	moon	54	luna	l u n a	87
290	French	moon	54	lyn	l y n	87
291	Portuguese	moon	54	luɐ	l uɐ	87
292	Romanian	moon	54	lunə	l u n ə	87
293	Italian	moon	54	luna	l u n a	87
# 
294	Spanish	mountain	55	montaɲa	m o n t a ɲ a	88
295	French	mountain	55	mɔ̃taɲ	m ɔ̃ t a ɲ	88
296	Portuguese	mountain	55	mõtə	m õ t ə	88
297	Romanian	mountain	55	munte	m u n t e	88
298	Italian	mountain	55	montaɲɲa	m o n t a ɲː a	88
# 
299	Spanish	mouth	56	boka	b o k a	89
300	French	mouth	56	buʃ	b u ʃ	89
301	Portuguese	mouth	56	bokɐ	b o k ɐ	89
302	Romanian	mouth	56	gurə	g u r ə	90
303	Italian	mouth	56	bokka	b o kː a	89
# 
304	Spanish	name	57	nombɾe	n o m b ɾ e	91
305	French	name	57	nɔ̃	n ɔ̃	91
306	Portuguese	name	57	nomə	n o m ə	91
307	Romanian	name	57	nume	n u m e	91
308	Italian	name	57	nome	n o m e	91
# 
309	Spanish	neck	58	kweʎo	k w e ʎ o	92
310	French	neck	58	ku	k u	92
311	Portuguese	neck	58	kɔlu	k ɔ l u	92
312	Romanian	neck	58	gɨt	g ɨ t	-93
313	Italian	neck	58	kɔllo	k ɔ lː o	92
# 
314	Spanish	new	59	nweβo	n w e β o	94
315	French	new	59	nœf	n œ f	94
316	Portuguese	new	59	novu	n o v u	94
317	Romanian	new	59	now	n o w	94
318	Italian	new	59	nwɔvo	n w ɔ v o	94
# 
319	Spanish	night	60	noʧe	n o ʧ e	95
320	French	night	60	nɥi	n ɥ i	95
321	Portuguese	night	60	nojtə	n o j t ə	95
322	Romanian	night	60	nwapte	n w a p t e	95
323	Italian	night	60	nɔtte	n ɔ tː e	95
# 
324	Spanish	nose	61	naɾiθ	n a ɾ i θ	96
325	French	nose	61	ne	n e	96
326	Portuguese	nose	61	nɐriʃ	n ɐ r i ʃ	96
327	Romanian	nose	61	nas	n a s	96
328	Italian	nose	61	naso	n a s o	96
# 
329	Spanish	not	62	no	n o	97
330	French	not	62	nə	n ə	97
331	Portuguese	not	62	nɐ̃w	n ɐ̃ w	97
332	Romanian	not	62	nu	n u	97
333	Italian	not	62	non	n o n	97
# 
334	Spanish	one	63	uno	u n o	98
335	French	one	63	œ̃	œ̃	98
336	Portuguese	one	63	ũ	ũ	98
337	Romanian	one	63	unu	u n u	98
338	Italian	one	63	uno	u n o	98
# 
339	Spanish	person	64	ombɾe	o m b ɾ e	99
340	French	person	64	ɔm	ɔ m	99
341	Portuguese	person	64	ɔmɐ̃	ɔ m ɐ̃	99
342	Romanian	person	64	om	o m	99
343	Italian	person	64	wɔmo	w ɔ m o	99
# 
344	Spanish	rain (V)	65	ʎuβja	ʎ u β j a	100
345	French	rain (V)	65	plɥi	p l ɥ i	100
346	Portuguese	rain (V)	65	ʃuvɐ	ʃ u v ɐ	100
347	Romanian	rain (V)	65	plwaje	p l w a j e	100
348	Italian	rain (V)	65	pjɔʤːa	p j ɔ ʤː a	100
# 
349	Spanish	red	66	roxo	r o x o	102
350	French	red	66	ʁuj	ʁ u j	102
351	Portuguese	red	66	vərmeʎu	v ə r m e ʎ u	101
352	Romanian	red	66	roʃu	r o ʃ u	-102
353	Italian	red	66	rosso	r o sː o	102
# 
354	Spanish	road	67	bia	b ia	104
355	French	road	67	ʃɛmɛ̃	ʃ ɛ m ɛ̃	-105
356	Portuguese	road	67	əʃtradɐ	ə ʃ t r a d ɐ	103
357	Romanian	road	67	kale	k a l e	106
358	Italian	road	67	strada	s t r a d a	103
359	Portuguese	road	67	viɐ	v iɐ	104
360	Italian	road	67	via	v ia	104
# 
361	Spanish	root	68	ra.iθ	r a i θ	107
362	French	root	68	ʁasin	ʁ a s i n	107
363	Portuguese	root	68	ʀɐ.iʃ	ʀ ɐ i ʃ	107
364	Romanian	root	68	rədəʧinə	r ə d ə ʧ i n ə	107
365	Italian	root	68	radiʧe	r a d i ʧ e	107
# 
366	Spanish	round	69	reðondo	r e ð o n d o	108
367	French	round	69	ʁɔ̃	ʁ ɔ̃	108
368	Portuguese	round	69	ʀədõdu	ʀ ə d õ d u	108
369	Romanian	round	69	rotund	r o t u n d	108
370	Italian	round	69	rotondo	r o t o n d o	108
# 
371	Spanish	sand	70	aɾena	a ɾ e n a	109
372	French	sand	70	sabl	s a b l	111
373	Portuguese	sand	70	ɐrɐjɐ	ɐ r ɐ j ɐ	109
374	Romanian	sand	70	nisip	n i s i p	-110
375	Italian	sand	70	sabbja	s a bː j a	111
# 
376	Spanish	say (V)	71	deθiɾ	d e θ i ɾ	112
377	French	say (V)	71	diʁ	d i ʁ	112
378	Portuguese	say (V)	71	dizer	d i z e r	112
379	Romanian	say (V)	71	ziʧe	z i ʧ e	112
380	Italian	say (V)	71	dire	d i r e	112
# 
381	Spanish	see (V)	72	beɾ	b e ɾ	113
382	French	see (V)	72	vwaʁ	v w a ʁ	113
383	Portuguese	see (V)	72	ver	v e r	113
384	Romanian	see (V)	72	vedea	v e d ea	113
385	Italian	see (V)	72	vedere	v e d e r e	113
# 
386	Spanish	seed	73	semiʎa	s e m i ʎ a	115
387	French	seed	73	semɑ̃s	s e m ɑ̃ s	115
388	Portuguese	seed	73	səmẽtə	s ə m ẽ t ə	115
389	Romanian	seed	73	səmɨnʦə	s ə m ɨ n ʦ ə	115
390	Italian	seed	73	seme	s e m e	115
391	French	seed	73	ɡʁɛn	ɡ ʁ ɛ n	114
# 
392	Spanish	sit (V)	74	sentaðo	s e n t a ð o	116
393	French	sit (V)	74	ɛtʁasi	ɛ t ʁ a s i	116
394	Portuguese	sit (V)	74	sẽtar	s ẽ t a r	116
395	Romanian	sit (V)	74	ʃedea	ʃ e d ea	116
396	Italian	sit (V)	74	sedere	s e d e r e	116
# 
397	Spanish	skin	75	pjel	p j e l	117
398	French	skin	75	po	p o	117
399	Portuguese	skin	75	pɛlə	p ɛ l ə	117
400	Romanian	skin	75	pjele	p j e l e	117
401	Italian	skin	75	pɛlle	p ɛ lː e	117
402	Portuguese	skin	75	koru	k o r u	118
# 
403	Spanish	sleep (V)	76	doɾmiɾ	d o ɾ m i ɾ	119
404	French	sleep (V)	76	dɔʁmiʁ	d ɔ ʁ m i ʁ	119
405	Portuguese	sleep (V)	76	durmir	d u r m i r	119
406	Romanian	sleep (V)	76	dormi	d o r m i	119
407	Italian	sleep (V)	76	dormire	d o r m i r e	119
# 
408	Spanish	small	77	pekeɲo	p e k e ɲ o	122
409	French	small	77	pəti	p ə t i	120
410	Portuguese	small	77	pəkenu	p ə k e n u	122
411	Romanian	small	77	mik	m i k	-121
412	Italian	small	77	pikkolo	p i kː o l o	122
# 
413	Spanish	smoke	78	umo	u m o	123
414	French	smoke	78	fyme	f y m e	123
415	Portuguese	smoke	78	fumu	f u m u	123
416	Romanian	smoke	78	fum	f u m	123
417	Italian	smoke	78	fumo	f u m o	123
# 
418	Romanian	stand (V)	79	sta	s t a	124
419	Italian	stand (V)	79	stare	s t a r e	124
# 
420	Spanish	star	80	estɾeʎa	e s t ɾ e ʎ a	125
421	French	star	80	etwal	e t w a l	125
422	Portuguese	star	80	əʃtrelɐ	ə ʃ t r e l ɐ	125
423	Romanian	star	80	stea	s t ea	125
424	Italian	star	80	stella	s t e lː a	125
# 
425	Spanish	stone	81	pjeðɾa	p j e ð ɾ a	126
426	French	stone	81	pjɛʁ	p j ɛ ʁ	126
427	Portuguese	stone	81	pɛdrɐ	p ɛ d r ɐ	126
428	Romanian	stone	81	pjatrə	p j a t r ə	126
429	Italian	stone	81	sasso	s a sː o	127
# 
430	Spanish	sun	82	sol	s o l	128
431	French	sun	82	sɔlɛj	s ɔ l ɛ j	128
432	Portuguese	sun	82	sɔl	s ɔ l	128
433	Romanian	sun	82	sware	s w a r e	128
434	Italian	sun	82	sole	s o l e	128
# 
435	Spanish	swim (V)	83	naðaɾ	n a ð a ɾ	130
436	French	swim (V)	83	naʒe	n a ʒ e	129
437	Portuguese	swim (V)	83	nɐdar	n ɐ d a r	130
438	Romanian	swim (V)	83	ɨnota	ɨ n o t a	130
439	Italian	swim (V)	83	nwotare	n w o t a r e	130
# 
440	Spanish	tail	84	kola	k o l a	131
441	French	tail	84	kø	k ø	131
442	Portuguese	tail	84	kawdɐ	k a w d ɐ	131
443	Romanian	tail	84	kwadə	k w a d ə	131
444	Italian	tail	84	koda	k o d a	131
445	Spanish	tail	84	ravo	r a v o	132
446	Portuguese	tail	84	ʀabu	ʀ a b u	132
# 
447	Spanish	that	85	akel	a k e l	133
448	French	that	85	səla	s ə l a	133
449	Portuguese	that	85	ɐkelə	ɐ k e l ə	133
450	Romanian	that	85	aʧel	a ʧ e l	133
451	Italian	that	85	kwello	k w e lː o	133
# 
452	Spanish	this	86	este	e s t e	134
453	French	this	86	səsi	s ə s i	135
454	Portuguese	this	86	əʃtə	ə ʃ t ə	134
455	Romanian	this	86	aʧest	a ʧ e s t	135
456	Italian	this	86	kwesto	k w e s t o	135
# 
457	Spanish	thou	87	tu	t u	136
458	French	thou	87	ty	t y	136
459	Portuguese	thou	87	tu	t u	136
460	Romanian	thou	87	tu	t u	136
461	Italian	thou	87	tu	t u	136
# 
462	Spanish	tongue	88	leŋɡwa	l e ŋ ɡ w a	137
463	French	tongue	88	lɑ̃ɡ	l ɑ̃ ɡ	137
464	Portuguese	tongue	88	lĩgwɐ	l ĩ g w ɐ	137
465	Romanian	tongue	88	limbə	l i m b ə	137
466	Italian	tongue	88	liŋɡwa	l i ŋ ɡ w a	137
# 
467	Spanish	tooth	89	djente	d j e n t e	138
468	French	tooth	89	dɑ̃	d ɑ̃	138
469	Portuguese	tooth	89	dẽtə	d ẽ t ə	138
470	Romanian	tooth	89	dinte	d i n t e	138
471	Italian	tooth	89	dɛnte	d ɛ n t e	138
# 
472	Spanish	tree	90	arvol	a r v o l	139
473	French	tree	90	aʁbʁ	a ʁ b ʁ	139
474	Portuguese	tree	90	arvurə	a r v u r ə	139
475	Romanian	tree	90	arbore	a r b o r e	139
476	Italian	tree	90	albero	a l b e r o	139
# 
477	Spanish	two	91	dos	d o s	140
478	French	two	91	dø	d ø	140
479	Portuguese	two	91	doiʃ	d oi ʃ	140
480	Romanian	two	91	doj	d o j	140
481	Italian	two	91	due	d ue	140
# 
482	Spanish	walk (V)	92	andar	a n d a r	143
483	French	walk (V)	92	vɛ	v ɛ	144
484	Portuguese	walk (V)	92	ɐ̃dar	ɐ̃ d a r	143
485	Romanian	walk (V)	92	umbla	u m b l a	141
486	Italian	walk (V)	92	vo	v o	144
487	Spanish	walk (V)	92	boi	b oi	144
488	French	walk (V)	92	ale	a l e	142
489	Italian	walk (V)	92	andare	a n d a r e	143
# 
490	Spanish	warm	93	kaliðo	k a l i ð o	146
491	French	warm	93	ʃo	ʃ o	146
492	Portuguese	warm	93	kẽtə	k ẽ t ə	146
493	Romanian	warm	93	kald	k a l d	146
494	Italian	warm	93	tiepido	t ie p i d o	145
# 
495	Spanish	water	94	aɣwa	a ɣ w a	147
496	French	water	94	o	o	147
497	Portuguese	water	94	agwɐ	a g w ɐ	147
498	Romanian	water	94	apə	a p ə	147
499	Italian	water	94	akkwa	a kː w a	147
# 
500	Spanish	we	95	nosotɾos	n o s o t ɾ o s	148
501	French	we	95	nu	n u	148
