# GER
ID	Taxon	Gloss	GlossID	IPA	Tokens	CogID
228	Swedish	full	32	fulː	f u lː	54
229	Icelandic	full	32	fʏt͡lʏr	f ʏ t͡l ʏ r	54
230	Dutch	full	32	vɔl	v ɔ l	54
231	Norwegian	full	32	fʉl	f ʉ l	54
# 
232	German	give (V)	33	ɡeːbən	ɡ eː b ə n	55
233	English	give (V)	33	ɡɪv	ɡ ɪ v	55
234	Danish	give (V)	33	giˀ	g iˀ	55
235	Swedish	give (V)	33	jiːva	j iː v a	55
236	Icelandic	give (V)	33	cɛːva	c ɛː v a	55
237	Dutch	give (V)	33	xeːvə	x eː v ə	55
238	Norwegian	give (V)	33	jiː	j iː	55
# 
239	German	good	34	ɡuːt	ɡ uː t	56
240	English	good	34	ɡʊd	ɡ ʊ d	56
241	Danish	good	34	goˀ	g oˀ	56
242	Swedish	good	34	guːd	g uː d	56
243	Icelandic	good	34	kouːðʏr	k ouː ð ʏ r	56
244	Dutch	good	34	xuːt	x uː t	56
245	Norwegian	good	34	guː	g uː	56
# 
246	German	green	35	ɡryːn	ɡ r yː n	57
247	English	green	35	ɡriːn	ɡ r iː n	57
248	Danish	green	35	gʁɶnˀ	g ʁ ɶ nˀ	57
249	Swedish	green	35	grøːn	g r øː n	57
250	Icelandic	green	35	krait͡n	k r ai t͡n	57
251	Dutch	green	35	xruːn	x r uː n	57
252	Norwegian	green	35	gɾœn	g ɾ œ n	57
# 
253	German	hair	36	haːr	h aː r	58
254	English	hair	36	hɛər	h ɛə r	58
255	Danish	hair	36	hɒˀ	h ɒˀ	58
256	Swedish	hair	36	hoːr	h oː r	58
257	Icelandic	hair	36	hauːr	h auː r	58
258	Dutch	hair	36	haːr	h aː r	58
259	Norwegian	hair	36	hoːɾ	h oː ɾ	58
# 
260	German	hand	37	hant	h a n t	59
261	English	hand	37	hænd	h æ n d	59
262	Danish	hand	37	hʌnˀ	h ʌ nˀ	59
263	Swedish	hand	37	hanːd	h a nː d	59
264	Icelandic	hand	37	hœnt	h œ n t	59
265	Dutch	hand	37	hɑnt	h ɑ n t	59
266	Norwegian	hand	37	hɔn	h ɔ n	-59
# 
267	German	head	38	kɔp͡f	k ɔ p͡f	-60
268	English	head	38	hɛd	h ɛ d	61
269	Danish	head	38	hoːəð	h oːə ð	61
270	Swedish	head	38	huːvud	h uː v u d	61
271	Icelandic	head	38	hœvʏð	h œ v ʏ ð	61
272	Dutch	head	38	hoːft	h oː f t	61
273	Norwegian	head	38	huːdə	h uː d ə	61
# 
274	German	hear (V)	39	høːrən	h øː r ə n	62
275	English	hear (V)	39	hɪər	h ɪə r	62
276	Danish	hear (V)	39	høːʌ	h øːʌ	62
277	Swedish	hear (V)	39	høːra	h øː r a	62
278	Icelandic	hear (V)	39	heiːra	h eiː r a	62
279	Dutch	hear (V)	39	hoːrə	h oː r ə	62
280	Norwegian	hear (V)	39	høːɾə	h øː ɾ ə	62
# 
281	German	heart	40	hɛrt͡s	h ɛ r t͡s	63
282	English	heart	40	hɑːrt	h ɑː r t	63
283	Danish	heart	40	jæʁdə	j æ ʁ d ə	63
284	Swedish	heart	40	jɛrta	j ɛ r t a	63
285	Icelandic	heart	40	çar̥ta	ç a r̥ t a	63
286	Dutch	heart	40	hɑrt	h ɑ r t	63
287	Norwegian	heart	40	jæʈə	j æ ʈ ə	-63
# 
288	German	horn	41	hɔrn	h ɔ r n	64
289	English	horn	41	hɔːrn	h ɔː r n	64
290	Danish	horn	41	hoʁˀn	h o ʁˀ n	64
291	Swedish	horn	41	hoːrn	h oː r n	64
292	Icelandic	horn	41	hɔrt͡n	h ɔ r t͡n	64
293	Dutch	horn	41	hoːrn	h oː r n	64
294	Norwegian	horn	41	huːɳ	h uː ɳ	64
# 
295	German	I	42	ɪx	ɪ x	65
296	English	I	42	aɪ	aɪ	65
297	Danish	I	42	jɑj	j ɑ j	65
298	Swedish	I	42	jaːg	j aː g	65
299	Icelandic	I	42	jɛɣ	j ɛ ɣ	65
300	Dutch	I	42	ɪk	ɪ k	65
301	Norwegian	I	42	jæj	j æ j	65
# 
302	German	kill (V)	43	tøːtən	t øː t ə n	67
303	English	kill (V)	43	kɪl	k ɪ l	68
304	Danish	kill (V)	43	dʁɛːbə	d ʁ ɛː b ə	66
305	Swedish	kill (V)	43	døːda	d øː d a	67
306	Icelandic	kill (V)	43	trɛːpa	t r ɛː p a	66
307	Dutch	kill (V)	43	doːdə	d oː d ə	67
308	Norwegian	kill (V)	43	dɾeːpə	d ɾ eː p ə	66
309	Swedish	kill (V)	43	drɛpa	d r ɛ p a	66
# 
310	German	knee	44	kniː	k n iː	69
311	English	knee	44	niː	n iː	69
312	Danish	knee	44	knɛˀ	k n ɛˀ	69
313	Swedish	knee	44	knɛː	k n ɛː	69
314	Icelandic	knee	44	kʰniɛː	kʰ n iɛː	69
315	Dutch	knee	44	kniː	k n iː	69
316	Norwegian	knee	44	kneː	k n eː	69
# 
317	German	know (V)	45	vɪsən	v ɪ s ə n	70
318	English	know (V)	45	nəʊ	n əʊ	71
319	Danish	know (V)	45	viːðə	v iː ð ə	70
320	Swedish	know (V)	45	ɕɛnna	ɕ ɛ nː a	71
321	Icelandic	know (V)	45	vɪːta	v ɪː t a	70
322	Dutch	know (V)	45	ʋeːtə	ʋ eː t ə	70
323	Norwegian	know (V)	45	ʋiːtə	ʋ iː t ə	70
324	German	know (V)	45	kɛnən	k ɛ n ə n	71
325	Danish	know (V)	45	kɛnə	k ɛ n ə	71
326	Swedish	know (V)	45	veta	v e t a	70
327	Dutch	know (V)	45	kɛnə	k ɛ n ə	71
328	Norwegian	know (V)	45	çenə	ç e n ə	71
# 
329	German	leaf	46	blat	b l a t	72
330	English	leaf	46	liːf	l iː f	73
331	Danish	leaf	46	blað	b l a ð	72
332	Swedish	leaf	46	blad	b l a d	72
333	Icelandic	leaf	46	plaːð	p l aː ð	72
334	Dutch	leaf	46	blɑt	b l ɑ t	72
335	Norwegian	leaf	46	blɑː	b l ɑː	-72
336	Swedish	leaf	46	blad	b l a d	72
337	Icelandic	leaf	46	løyːv	l øyː v	73
338	Norwegian	leaf	46	løːʋ	l øː ʋ	73
# 
339	German	lie (V)	47	liːɡən	l iː ɡ ə n	74
340	English	lie (V)	47	laɪ	l aɪ	74
341	Danish	lie (V)	47	legə	l e g ə	74
342	Swedish	lie (V)	47	ligːa	l i gː a	74
343	Icelandic	lie (V)	47	lɪcːa	l ɪ cː a	74
344	Dutch	lie (V)	47	lɪɣə	l ɪ ɣ ə	74
345	Norwegian	lie (V)	47	ligə	l i g ə	74
# 
346	German	liver	48	leːbər	l eː b ə r	75
347	English	liver	48	lɪvər	l ɪ v ə r	75
348	Danish	liver	48	lewˀʌ	l e wˀ ʌ	75
349	Swedish	liver	48	leːver	l eː v e r	75
350	Icelandic	liver	48	lɪːvʏr	l ɪː v ʏ r	75
351	Dutch	liver	48	leːvər	l eː v ə r	75
352	Norwegian	liver	48	leʋəɾ	l e ʋ ə ɾ	-75
# 
353	German	long	49	laŋ	l a ŋ	76
354	English	long	49	lɔŋ	l ɔ ŋ	76
355	Danish	long	49	lɑŋˀ	l ɑ ŋˀ	76
356	Swedish	long	49	loŋː	l o ŋː	76
357	Icelandic	long	49	laŋkʏr	l a ŋ k ʏ r	76
358	Dutch	long	49	lɑŋ	l ɑ ŋ	76
359	Norwegian	long	49	lɑŋ	l ɑ ŋ	76
# 
360	German	louse	50	laus	l au s	77
361	English	louse	50	laʊs	l aʊ s	77
362	Danish	louse	50	luˀs	l uˀ s	77
363	Swedish	louse	50	luːs	l uː s	77
364	Icelandic	louse	50	luːs	l uː s	77
365	Dutch	louse	50	lœys	l œy s	77
366	Norwegian	louse	50	lʉːs	l ʉː s	77
# 
367	German	man	51	man	m a n	78
368	English	man	51	mæn	m æ n	78
369	Danish	man	51	manˀ	m a nˀ	78
370	Swedish	man	51	manː	m a nː	78
371	Icelandic	man	51	maːðʏr	m aː ð ʏ r	78
372	Dutch	man	51	mɑn	m ɑ n	78
373	Norwegian	man	51	mɑn	m ɑ n	78
# 
374	German	many	52	fiːl	f iː l	81
375	English	many	52	mɛnɪ	m ɛ n ɪ	79
376	Danish	many	52	mɑŋən	m ɑ ŋ ə n	79
377	Swedish	many	52	mʏkɛt	m ʏ k ɛ t	80
378	Icelandic	many	52	mɪːcɪð	m ɪː c ɪ ð	80
379	Dutch	many	52	veːl	v eː l	81
380	Norwegian	many	52	mɑŋə	m ɑ ŋ ə	79
381	English	many	52	mʌʧ	m ʌ ʧ	80
382	Swedish	many	52	moŋːa	m o ŋː a	79
383	Norwegian	many	52	meːgət	m eː g ə t	80
# 
384	German	meat	53	flaiʃ	f l ai ʃ	82
385	English	meat	53	miːt	m iː t	84
386	Danish	meat	53	køð	k ø ð	83
387	Swedish	meat	53	ɕøtː	ɕ ø tː	83
388	Icelandic	meat	53	kʰjœːt	kʰ j œː t	83
389	Dutch	meat	53	vleːs	v l eː s	82
390	Norwegian	meat	53	çœt	ç œ t	83
# 
391	German	moon	54	moːnt	m oː n t	86
392	English	moon	54	muːn	m uː n	86
393	Danish	moon	54	mɔːnə	m ɔː n ə	86
394	Swedish	moon	54	moːne	m oː n e	86
395	Icelandic	moon	54	tʰuŋl	tʰ u ŋ l	85
396	Dutch	moon	54	maːn	m aː n	86
397	Norwegian	moon	54	mɑːnə	m ɑː n ə	86
398	Icelandic	moon	54	mauːnɪ	m auː n ɪ	86
# 
399	German	mountain	55	bɛrk	b ɛ r k	87
400	English	mountain	55	maʊntɪn	m aʊ n t ɪ n	-89
401	Danish	mountain	55	bjæʁˀw	b j æ ʁˀ w	87
402	Swedish	mountain	55	bɛrːj	b ɛ rː j	87
403	Icelandic	mountain	55	fjat͡l	f j a t͡l	88
404	Dutch	mountain	55	bɛrx	b ɛ r x	87
405	Norwegian	mountain	55	fjel	f j e l	88
406	Danish	mountain	55	fjɛlˀ	f j ɛ lˀ	88
# 
407	German	mouth	56	mʊnt	m ʊ n t	90
408	English	mouth	56	maʊð	m aʊ ð	90
409	Danish	mouth	56	mɔnˀ	m ɔ nˀ	90
410	Swedish	mouth	56	munː	m u nː	90
411	Icelandic	mouth	56	mʏnːʏr	m ʏ nː ʏ r	90
412	Dutch	mouth	56	mɔnt	m ɔ n t	90
413	Norwegian	mouth	56	mʉn	m ʉ n	90
# 
414	German	name	57	naːmə	n aː m ə	91
415	English	name	57	neɪm	n eɪ m	91
416	Danish	name	57	nɑwˀn	n ɑ wˀ n	91
417	Swedish	name	57	namːn	n a mː n	91
418	Icelandic	name	57	napn	n a p n	91
419	Dutch	name	57	naːm	n aː m	91
420	Norwegian	name	57	nɑʋn	n ɑ ʋ n	-91
# 
421	German	neck	58	hals	h a l s	92
422	English	neck	58	nɛk	n ɛ k	93
423	Danish	neck	58	halˀs	h a lˀ s	92
424	Swedish	neck	58	halːs	h a lː s	92
425	Icelandic	neck	58	hauls	h au l s	92
426	Dutch	neck	58	hɑls	h ɑ l s	92
427	Norwegian	neck	58	hɑls	h ɑ l s	92
428	Dutch	neck	58	nɛk	n ɛ k	93
# 
429	German	new	59	nɔy	n ɔy	94
430	English	new	59	njuː	n j uː	94
431	Danish	new	59	nyˀ	n yˀ	94
432	Swedish	new	59	nyː	n yː	94
433	Icelandic	new	59	niːr	n iː r	94
434	Dutch	new	59	niːʋ	n iː ʋ	94
435	Norwegian	new	59	nyː	n yː	94
# 
436	German	night	60	naxt	n a x t	95
437	English	night	60	naɪt	n aɪ t	95
438	Danish	night	60	nad	n a d	95
439	Swedish	night	60	natː	n a tː	95
440	Icelandic	night	60	nouʰt	n ouʰ t	95
441	Dutch	night	60	nɑxt	n ɑ x t	95
442	Norwegian	night	60	nɑt	n ɑ t	95
# 
443	German	nose	61	naːzə	n aː z ə	97
444	English	nose	61	nəʊz	n əʊ z	97
445	Danish	nose	61	nɛːsə	n ɛː s ə	97
446	Swedish	nose	61	nɛːsa	n ɛː s a	97
447	Icelandic	nose	61	nɛːv	n ɛː v	96
448	Dutch	nose	61	nœːs	n œː s	97
449	Norwegian	nose	61	neːsə	n eː s ə	97
# 
450	German	not	62	nɪxt	n ɪ x t	98
451	English	not	62	nɔt	n ɔ t	98
452	Danish	not	62	egə	e g ə	99
453	Swedish	not	62	ikːe	i kː e	99
454	Icelandic	not	62	ɛʰcɪ	ɛʰ c ɪ	99
455	Dutch	not	62	niːt	n iː t	98
456	Norwegian	not	62	ikə	i k ə	99
# 
457	German	one	63	ain	ai n	100
458	English	one	63	ʋʌn	ʋ ʌ n	100
459	Danish	one	63	eˀn	eˀ n	100
460	Swedish	one	63	en	e n	100
461	Icelandic	one	63	eit͡n	ei t͡n	100
462	Dutch	one	63	eːn	eː n	100
463	Norwegian	one	63	eːn	eː n	100
# 
464	German	person	64	mɛnʃ	m ɛ n ʃ	101
465	English	person	64	mæn	m æ n	101
466	Danish	person	64	mɛnəsgə	m ɛ n ə s g ə	101
467	Swedish	person	64	mɛniʃa	m ɛ n i ʃ a	101
468	Icelandic	person	64	maːðʏr	m aː ð ʏ r	101
469	Dutch	person	64	mɛns	m ɛ n s	101
470	Norwegian	person	64	menəskə	m e n ə s k ə	101
# 
471	German	rain (V)	65	reːɡən	r eː ɡ ə n	102
472	English	rain (V)	65	reɪn	r eɪ n	102
473	Danish	rain (V)	65	ʁɑjˀn	ʁ ɑ jˀ n	102
474	Swedish	rain (V)	65	reŋːn	r e ŋː n	102
475	Icelandic	rain (V)	65	rɛkn	r ɛ k n	102
476	Dutch	rain (V)	65	reːɣə	r eː ɣ ə	102
477	Norwegian	rain (V)	65	ɾæjnə	ɾ æ j n ə	102
# 
478	German	red	66	roːt	r oː t	103
479	English	red	66	rɛd	r ɛ d	103
480	Danish	red	66	ʁœðˀ	ʁ œ ðˀ	103
481	Swedish	red	66	røːd	r øː d	103
482	Icelandic	red	66	røyːðʏr	r øyː ð ʏ r	103
483	Dutch	red	66	roːt	r oː t	103
# 
484	German	road	67	veːk	v eː k	104
485	English	road	67	rəʊd	r əʊ d	105
486	Danish	road	67	vɑjˀ	v ɑ jˀ	104
487	Swedish	road	67	vɛːg	v ɛː g	104
488	Icelandic	road	67	vekʏr	v e k ʏ r	104
489	Dutch	road	67	ʋɛx	ʋ ɛ x	104
490	English	road	67	ʋeɪ	ʋ eɪ	104
# 
491	German	root	68	vʊrt͡səl	v ʊ r t͡s ə l	106
492	English	root	68	ruːt	r uː t	106
493	Danish	root	68	ʁoˀð	ʁ oˀ ð	106
494	Swedish	root	68	roːt	r oː t	106
495	Icelandic	root	68	rouːt	r ouː t	106
496	Dutch	root	68	ʋɔrtəl	ʋ ɔ r t ə l	106
# 
497	German	round	69	rʊnt	r ʊ n t	-108
498	English	round	69	raʊnd	r aʊ n d	-108
499	Danish	round	69	ʁɔnˀ	ʁ ɔ nˀ	-108
500	Swedish	round	69	runːd	r u nː d	-108
501	Icelandic	round	69	kʰriŋlouʰtʏr	kʰ r i ŋ l ouʰ t ʏ r	107
502	Dutch	round	69	rɔnt	r ɔ n t	-108
# 
